시군명,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리부서명,관리기관전화번호,데이터기준일자
수원시,,경기도 수원시 장안구 연무동 산 94-6,37.301454,127.032958,2011,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 산 94-6,37.301533,127.033175,2011,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 산 94-6,37.301628,127.033381,2011,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 4-32,37.300901,127.031409,2011,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.300137,127.029258,2003,통신주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 1-3,37.299806,127.029356,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 1-3,37.299721,127.029883,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 1-3,37.299892,127.030301,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 4-26,37.300308,127.030721,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 4-26,37.300635,127.031051,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 4-32,37.300847,127.031268,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 159,경기도 수원시 장안구 하광교동 393-2,37.301166,127.031091,2003,통신주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 2,경기도 수원시 장안구 하광교동 406-1,37.300205,127.02908,2003,통신주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 3,37.29995,127.02992,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 4-7,37.300279,127.030324,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 4-7,37.300608,127.030673,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 3,37.300822,127.03084,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 159,경기도 수원시 장안구 하광교동 393-2,37.301007,127.031009,2003,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 159,경기도 수원시 장안구 하광교동 393-2,37.30138,127.031204,2003,통신주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 159,경기도 수원시 장안구 하광교동 393-2,37.301716,127.031435,2003,통신주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.298935,127.027317,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-101,37.298622,127.027097,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-101,37.298451,127.026993,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-101,37.298262,127.0269,1999,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 3-2,37.298108,127.026807,1999,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 3-2,37.297937,127.026705,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 3-2,37.297802,127.026612,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 3-2,37.297563,127.026454,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-101,37.297313,127.026299,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.297108,127.026287,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.297311,127.026445,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.299135,127.027532,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 3-2,37.297572,127.026572,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 3-2,37.2978,127.026713,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 3-2,37.297985,127.026857,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.298372,127.027077,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.298543,127.02719,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.298897,127.027436,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 211,37.299075,127.027625,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 211,37.29921,127.027842,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.299347,127.028014,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.299545,127.028355,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.299424,127.027929,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 하광교동 406-5,37.29973,127.028632,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 하광교동 406-5,37.29991,127.028798,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 123 수원시방범기동순찰,경기도 수원시 장안구 하광교동 406-11,37.29964,127.028287,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 123 수원시방범기동순찰,경기도 수원시 장안구 하광교동 406-11,37.299827,127.028553,1999,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 123 수원시방범기동순찰,경기도 수원시 장안구 하광교동 406-11,37.299942,127.028702,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 123 수원시방범기동순찰,경기도 수원시 장안구 하광교동 406-11,37.3,127.028818,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로 123 수원시방범기동순찰,경기도 수원시 장안구 하광교동 406-11,37.299989,127.028967,1999,통신주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.299894,127.029164,1999,통신주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 588-14,37.310227,126.98403,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 330-1,37.310979,126.983829,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 330-1,37.31134,126.983511,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 333-21,37.311669,126.983166,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 521-46,37.311975,126.982881,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 847-62,37.310477,126.984013,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 521-36,37.31084,126.983979,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 330-1,37.31122,126.98375,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 330-1,37.311615,126.98335,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 521-46,37.311925,126.983042,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 588-14,37.310132,126.9839,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 588-14,37.310362,126.9839,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 915-45,37.310624,126.983903,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 169-1,37.291386,127.021594,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 136-3,37.293363,127.02323,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 136-3,37.293587,127.023438,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 137-1,37.293784,127.023572,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로428번길 4 성인세탁소,경기도 수원시 장안구 연무동 198-90,37.294045,127.02377,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로428번길 4 성인세탁소,경기도 수원시 장안구 연무동 198-90,37.294246,127.023915,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 169-1,37.29157,127.021839,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 169-1,37.291741,127.022039,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 202-1,37.291958,127.022212,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 202-1,37.292241,127.022423,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 138-3,37.292442,127.02257,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 138-3,37.292669,127.022736,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 286,37.292889,127.022934,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 137-1,37.293129,127.023061,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 37-9,37.288476,127.017998,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.290291,127.020037,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.290444,127.020257,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.290613,127.020491,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로428번길 4 성인세탁소,경기도 수원시 장안구 연무동 198-90,37.290877,127.020847,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 37-9,37.288699,127.017866,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 160-51,37.28848,127.018435,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 37-9,37.288676,127.018072,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 134-42,37.288825,127.017835,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 133-14,37.288974,127.017697,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-146,37.289183,127.017494,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 37-9,37.288591,127.018117,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 팔달로292번길 35 화홍빌,경기도 수원시 장안구 영화동 134-11,37.289174,127.017691,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 37-9,37.288814,127.018032,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-118,37.288651,127.018382,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 189-12,37.288464,127.018695,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 37-9,37.288926,127.018444,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.289079,127.018613,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.289305,127.018853,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.289498,127.019059,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.289681,127.019282,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.28987,127.019496,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로 447,경기도 수원시 장안구 영화동 380-73,37.290082,127.019764,1998,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 161-13,37.289707,127.024213,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 161-13,37.289605,127.024475,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 161-13,37.289826,127.023877,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 161-13,37.289939,127.02364,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 161-13,37.290018,127.023358,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 161-13,37.290133,127.023082,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 161-5,37.290252,127.022795,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 171-1,37.290424,127.02238,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 경수대로 757 연무동주민센터,경기도 수원시 장안구 연무동 181-1,37.290572,127.021935,2012,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 563-3,37.310257,126.986086,2005,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 895-1,37.310766,126.987981,2019,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 904-1,37.311187,126.988632,2019,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 907-1,37.311548,126.989145,2019,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 895-4,37.311798,126.989461,2019,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 563-3,37.310205,126.98553,2005,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 563-3,37.310162,126.98496,2005,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 586-2,37.310108,126.984413,2005,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 338-3,37.310029,126.983516,2005,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 338-3,37.309972,126.982831,2005,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 919,37.3099,126.981867,2005,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 563-3,37.310324,126.986833,2005,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 563-3,37.31036,126.987149,2005,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.310176,126.986867,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 919-1,37.309761,126.982374,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 919,37.309702,126.981839,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.310252,126.987363,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.309885,126.984182,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.310101,126.986184,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.310034,126.985606,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.309988,126.985313,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.309961,126.985017,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-3,37.309867,126.983612,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 이목동 919-1,37.309828,126.983077,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308198,126.986509,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308058,126.987169,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308031,126.987716,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308007,126.988243,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-5,37.308063,126.988644,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-5,37.308468,126.988663,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 파장동 633,37.309047,126.988553,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 파장동 633,37.309284,126.988356,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 파장동 633,37.309556,126.988127,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-4,37.309887,126.987874,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308355,126.986108,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308518,126.985778,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.3087,126.98546,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308932,126.98513,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.309427,126.984484,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-2,37.309238,126.984997,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-2,37.309536,126.985319,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-2,37.309781,126.985203,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 31-7,37.296917,127.026437,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-112,37.29496,127.024536,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-112,37.294732,127.024288,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 수원천로428번길 4 성인세탁소,경기도 수원시 장안구 연무동 198-90,37.294552,127.024107,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 31-7,37.29716,127.026575,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 31-7,37.297403,127.02673,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.297581,127.026854,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.297845,127.027001,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 197,37.298151,127.027165,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 197,37.298412,127.027331,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.298656,127.027467,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 31-7,37.296692,127.02629,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.29887,127.027647,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 211,37.299063,127.027901,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 211,37.299232,127.028194,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 211,37.299419,127.02853,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 211,37.299559,127.028772,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,경기도 수원시 장안구 광교산로125번길 10,경기도 수원시 장안구 하광교동 440-42,37.299719,127.02899,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 31-7,37.296406,127.026129,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 31-7,37.296192,127.025909,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 32-2,37.295994,127.025678,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.295755,127.025407,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.295536,127.025184,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 연무동 198-1,37.29539,127.025012,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 영화동 380-112,37.295111,127.024722,2009,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-5,37.307329,126.988621,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308056,126.986328,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308313,126.985753,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308608,126.985223,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.308867,126.984856,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.309277,126.984349,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.309635,126.984007,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-5,37.306865,126.98859,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-5,37.306443,126.988576,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-5,37.306033,126.988565,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944-5,37.305704,126.988554,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.30786,126.988483,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.307858,126.987944,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.307862,126.987488,2013,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 정자동 944,37.307916,126.986785,2013,벽부주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 상광교동 61,37.335676,127.019192,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 상광교동 58-1,37.336854,127.020803,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 상광교동 산 34,37.337241,127.021229,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 상광교동 56,37.337715,127.021379,1999,전용주,도로관리과,031-228-4309,2021-08-23
수원시,,경기도 수원시 장안구 상광교동 산 31,37.338109,127.021554,1999,전용주,도로관리과,031-228-4309,2021-08-23
