gid,geometry,경도,위도,ratio,cctv개수,가로등개수,경찰서접근성
다사57b17a,"MULTIPOLYGON (((127.0207656619319 37.25091188226656, 127.0207371140151 37.25541874610946, 127.0263753240229 37.25544143399662, 127.0264035361232 37.25093456647326, 127.0207656619319 37.25091188226656)))",127.0235704,37.25317668,0.394264136,0,47,1.133
다사61b16a,"MULTIPOLYGON (((127.0659205324938 37.24207204543636, 127.0658946826583 37.24657894441184, 127.0715322692303 37.24659947785134, 127.0715577833875 37.24209257554458, 127.0659205324938 37.24207204543636)))",127.0687263,37.24433578,0.394235033,1,29,
다사58b17a,"MULTIPOLYGON (((127.0320414165927 37.25095698225368, 127.0320135403104 37.25546385341395, 127.037651762803 37.25548600436052, 127.0376793032658 37.2509791296069, 127.0320414165927 37.25095698225368)))",127.0348465,37.25322151,0.394097222,2,99,0.65
다사54a22b,"MULTIPOLYGON (((126.9809604616339 37.30032059205436, 126.980929487301 37.3048273908368, 126.986571350058 37.30485200185517, 126.986601987762 37.30034519908228, 126.9809604616339 37.30032059205436)))",126.9837658,37.30258632,0.393892178,0,78,1.742
다사52a19a,"MULTIPOLYGON (((126.9586204713114 37.26867190129045, 126.958588200798 37.27317870792205, 126.9642276807402 37.27320436555608, 126.9642596151553 37.26869755476304, 126.9586204713114 37.26867190129045)))",126.961424,37.27093815,0.393682589,0,109,1.257
다사53b20b,"MULTIPOLYGON (((126.9754441165698 37.282268502508, 126.9754128334746 37.28677531110692, 126.9810533432765 37.28680017493334, 126.9810842900441 37.28229336230227, 126.9754441165698 37.282268502508)))",126.9782486,37.28453436,0.393517557,0,111,1.06
다사57a23a,"MULTIPOLYGON (((127.0147807646512 37.30497102279085, 127.0147518036693 37.30947784140211, 127.0203940429382 37.30950084248038, 127.0204226672069 37.30499402013986, 127.0147807646512 37.30497102279085)))",127.0175873,37.30723595,0.393442623,1,20,1.985
다사59b22b,"MULTIPOLYGON (((127.0430176117194 37.30057647976471, 127.0429903403889 37.30508332004382, 127.0486322740495 37.30510497264218, 127.0486592087345 37.30059812885228, 127.0430176117194 37.30057647976471)))",127.0458249,37.30284075,0.393305439,0,252,13.78
다사58b22b,"MULTIPOLYGON (((127.0317344359731 37.30053237486541, 127.031706491356 37.30503920799212, 127.0373484127994 37.30506139849349, 127.0373760207739 37.30055456176879, 127.0317344359731 37.30053237486541)))",127.0345413,37.30279691,0.392857143,1,16,1.865
다사59a22b,"MULTIPOLYGON (((127.0373760207739 37.30055456176879, 127.0373484127994 37.30506139849349, 127.0429903403889 37.30508332004382, 127.0430176117194 37.30057647976471, 127.0373760207739 37.30055456176879)))",127.0401831,37.30281896,0.392241379,0,49,1.975
다사51b19b,"MULTIPOLYGON (((126.9529487280391 37.27315278165588, 126.9529161141709 37.27765958061858, 126.9585559231012 37.27768551109024, 126.958588200798 37.27317870792205, 126.9529487280391 37.27315278165588)))",126.9557522,37.27541917,0.392015525,0,141,0.844
다사61b18b,"MULTIPOLYGON (((127.0657912257645 37.26460650577145, 127.0657653471464 37.269113387475, 127.0714046132312 37.26913393757674, 127.0714301557972 37.26462705253996, 127.0657912257645 37.26460650577145)))",127.0685978,37.26687024,0.39185257,0,68,2.23
다사61a16b,"MULTIPOLYGON (((127.0602571018401 37.24655814258337, 127.0602309104991 37.25106503472954, 127.065868827069 37.25108583993325, 127.0658946826583 37.24657894441184, 127.0602571018401 37.24655814258337)))",127.0630629,37.24882201,0.391733166,1,48,1.928
다사61a21a,"MULTIPOLYGON (((127.0600211697797 37.28712004751966, 127.0599949259205 37.29162690856875, 127.0656358676206 37.29164774416718, 127.065661775055 37.28714087973933, 127.0600211697797 37.28712004751966)))",127.0628284,37.28938392,0.391557223,0,116,2.086
다사62b18a,"MULTIPOLYGON (((127.0770942924172 37.26014043896409, 127.0770690915142 37.26464733074445, 127.082708032841 37.26466734038406, 127.082732897764 37.26016044535798, 127.0770942924172 37.26014043896409)))",127.0799011,37.26240391,0.391173055,0,68,1.206
다사62b16b,"MULTIPOLYGON (((127.0771698614815 37.24661974290104, 127.0771446773995 37.25112664504223, 127.0827826110108 37.25114664494583, 127.082807459337 37.24663973956007, 127.0771698614815 37.24661974290104)))",127.0799762,37.24888322,0.390971691,1,81,1.401
다사60a21a,"MULTIPOLYGON (((127.0487399768265 37.28707757674059, 127.0487130601216 37.29158443090132, 127.0543539900625 37.29160580414651, 127.0543805703453 37.28709894651981, 127.0487399768265 37.28707757674059)))",127.0515469,37.28934171,0.390841619,1,61,1.015
다사61b16b,"MULTIPOLYGON (((127.0658946826583 37.24657894441184, 127.065868827069 37.25108583993325, 127.071506749394 37.25110637670441, 127.0715322692303 37.24659947785134, 127.0658946826583 37.24657894441184)))",127.0687006,37.24884268,0.390721016,0,55,1.835
다사57b18a,"MULTIPOLYGON (((127.0207085597438 37.25992560649465, 127.0206799991165 37.26443246342199, 127.0263188809816 37.26445515867137, 127.0263471056428 37.25994829806271, 127.0207085597438 37.25992560649465)))",127.0235136,37.2621904,0.390604027,1,89,0.915
다사54b21b,"MULTIPOLYGON (((126.9866632427152 37.29133158315093, 126.9866326186472 37.29583839284749, 126.9922738150387 37.29586272703022, 126.992304102626 37.29135591338773, 126.9866632427152 37.29133158315093)))",126.9894684,37.29359718,0.389968838,3,127,1.24
다사59a20a,"MULTIPOLYGON (((127.0375139685062 37.27802032627933, 127.0374863912403 37.28252718029217, 127.0431266363586 37.28254908407467, 127.0431538773549 37.27804222650952, 127.0375139685062 37.27802032627933)))",127.0403202,37.28028473,0.389719823,0,48,1.636
다사59a17a,"MULTIPOLYGON (((127.0376793032658 37.2509791296069, 127.037651762803 37.25548600436052, 127.0432899914257 37.25550788683542, 127.0433171960677 37.25100100853199, 127.0376793032658 37.2509791296069)))",127.0404846,37.25324353,0.389551391,0,111,1.317
다사63a18b,"MULTIPOLYGON (((127.082708032841 37.26466734038406, 127.0826831623831 37.2691742319566, 127.0883224453006 37.26919397623305, 127.0883469797026 37.26468708145797, 127.082708032841 37.26466734038406)))",127.0855152,37.26693068,0.389122807,1,24,2.508
다사60a15a,"MULTIPOLYGON (((127.0490625104229 37.23299505723641, 127.0490356655122 37.23750195286696, 127.0546725633248 37.23752328454741, 127.0546990727106 37.23301638545578, 127.0490625104229 37.23299505723641)))",127.0518675,37.23525919,0.388997269,0,43,1.101
다사61a20b,"MULTIPOLYGON (((127.0600474077982 37.28261318301475, 127.0600211697797 37.28712004751966, 127.065661775055 37.28714087973933, 127.0656876767234 37.28263401185603, 127.0600474077982 37.28261318301475)))",127.0628545,37.28487705,0.388553426,0,24,2.533
다사58a19a,"MULTIPOLYGON (((127.0262906500376 37.26896201582247, 127.0262624128095 37.27346886951584, 127.0319019731167 37.27349130348507, 127.0319298742277 37.26898444615309, 127.0262906500376 37.26896201582247)))",127.0290962,37.27122668,0.388429752,0,54,0.642
다사52b21a,"MULTIPOLYGON (((126.9641318348368 37.28672477715713, 126.9640998719775 37.2912315740976, 126.9697407041764 37.2912569795748, 126.9697723306363 37.2867501785145, 126.9641318348368 37.28672477715713)))",126.9669362,37.2889909,0.388392857,0,50,2.12
다사61a17a,"MULTIPOLYGON (((127.0602309104991 37.25106503472954, 127.0602047133281 37.25557192342112, 127.0658429657244 37.25559273200041, 127.065868827069 37.25108583993325, 127.0602309104991 37.25106503472954)))",127.0630369,37.2533289,0.388210002,3,54,2.044
다사62a17b,"MULTIPOLYGON (((127.0714812238773 37.25561327210365, 127.0714556926788 37.26012016404888, 127.0770942924172 37.26014043896409, 127.0771194877119 37.25563354372996, 127.0714812238773 37.25561327210365)))",127.0742877,37.25787688,0.388125094,2,57,1.441
다사59a23a,"MULTIPOLYGON (((127.0373484127994 37.30506139849349, 127.0373207986789 37.30956823176013, 127.0429630629874 37.30959015686527, 127.0429903403889 37.30508332004382, 127.0373484127994 37.30506139849349)))",127.0401557,37.3073258,0.387755102,0,136,3.12
다사54a21b,"MULTIPOLYGON (((126.9810223896201 37.29130698410248, 126.980991429073 37.29581378980954, 126.9866326186472 37.29583839284749, 126.9866632427152 37.29133158315093, 126.9810223896201 37.29130698410248)))",126.9838274,37.29357271,0.387302693,0,126,1.687
다사54a21a,"MULTIPOLYGON (((126.9810533432765 37.28680017493334, 126.9810223896201 37.29130698410248, 126.9866632427152 37.29133158315093, 126.9866938599675 37.28682476999275, 126.9810533432765 37.28680017493334)))",126.9838582,37.2890659,0.387096774,0,110,1.42
다사59b23b,"MULTIPOLYGON (((127.0429630629874 37.30959015686527, 127.0429357795133 37.31409699022892, 127.0485783866896 37.31411864985009, 127.0486053333684 37.30961181297483, 127.0429630629874 37.30959015686527)))",127.0457706,37.31185442,0.386847195,0,132,3.474
다사53b17a,"MULTIPOLYGON (((126.9756629033867 37.25072074538111, 126.9756316689925 37.25522757821258, 126.9812698260717 37.25525241382385, 126.9813007246617 37.25074557696352, 126.9756629033867 37.25072074538111)))",126.9784663,37.2529866,0.386586285,1,33,1.251
다사54a23a,"MULTIPOLYGON (((126.980929487301 37.3048273908368, 126.9808985060726 37.3093341861567, 126.9865407055334 37.30935880116598, 126.986571350058 37.30485200185517, 126.980929487301 37.3048273908368)))",126.983735,37.30709312,0.386222541,0,93,1.288
다사60b21b,"MULTIPOLYGON (((127.0543539900625 37.29160580414651, 127.0543274038627 37.29611265831682, 127.0599686762191 37.29613376616183, 127.0599949259205 37.29162690856875, 127.0543539900625 37.29160580414651)))",127.0571612,37.29386981,0.386045688,0,165,1.445
다사59b18b,"MULTIPOLYGON (((127.0432355639738 37.26452163307412, 127.043208341161 37.26902850100909, 127.0488475837548 37.26905012553267, 127.0488744705209 37.26454325409021, 127.0432355639738 37.26452163307412)))",127.0460415,37.2667859,0.385995299,6,35,1.346
다사55a21a,"MULTIPOLYGON (((126.9923343834725 37.2868490962841, 126.992304102626 37.29135591338773, 126.9979449692776 37.29137997481192, 126.9979749137167 37.28687315380643, 126.9923343834725 37.2868490962841)))",126.9951396,37.28911456,0.38538206,0,53,0.659
다사54b22a,"MULTIPOLYGON (((126.9866326186472 37.29583839284749, 126.986601987762 37.30034519908228, 126.992243520709 37.3003695372114, 126.9922738150387 37.29586272703022, 126.9866326186472 37.29583839284749)))",126.989438,37.29810399,0.384337784,0,48,1.263
다사61a15b,"MULTIPOLYGON (((127.0603094670379 37.23754434792769, 127.0602832873526 37.24205124698269, 127.0659205324938 37.24207204543636, 127.0659463765768 37.23756514300694, 127.0603094670379 37.23754434792769)))",127.0631149,37.23980822,0.38418777,0,84,1.022
다사60b19b,"MULTIPOLYGON (((127.0544602757051 37.27357835290286, 127.0544337131652 37.27808522089782, 127.0600736399772 37.27810631505416, 127.0600998663181 37.27359944363801, 127.0544602757051 37.27357835290286)))",127.0572669,37.27584236,0.383823529,0,32,0.914
다사61b21b,"MULTIPOLYGON (((127.0656358676206 37.29164774416718, 127.065609954419 37.29615460513945, 127.0712512383876 37.2961751752488, 127.0712768150881 37.29166831094096, 127.0656358676206 37.29164774416718)))",127.0684435,37.29391148,0.383323683,0,110,1.619
다사55a20b,"MULTIPOLYGON (((126.9923646575798 37.28234227571947, 126.9923343834725 37.2868490962841, 126.9979749137167 37.28687315380643, 126.9980048514915 37.2823663293404, 126.9923646575798 37.28234227571947)))",126.9951697,37.28460774,0.38287796,2,92,0.708
다사60b16a,"MULTIPOLYGON (((127.0546460480386 37.24203018018445, 127.0546195268505 37.24653707236677, 127.0602571018401 37.24655814258337, 127.0602832873526 37.24205124698269, 127.0546460480386 37.24203018018445)))",127.0574515,37.24429418,0.382827789,1,117,0.768
다사59a23b,"MULTIPOLYGON (((127.0373207986789 37.30956823176013, 127.0372931784109 37.31407506156854, 127.0429357795133 37.31409699022892, 127.0429630629874 37.30959015686527, 127.0373207986789 37.30956823176013)))",127.0401282,37.31183263,0.382594417,0,88,3.341
다사63a18a,"MULTIPOLYGON (((127.082732897764 37.26016044535798, 127.082708032841 37.26466734038406, 127.0883469797026 37.26468708145797, 127.0883715086444 37.26018018322974, 127.082732897764 37.26016044535798)))",127.0855399,37.26242378,0.38239159,0,8,
다사58a17a,"MULTIPOLYGON (((127.0264035361232 37.25093456647326, 127.0263753240229 37.25544143399662, 127.0320135403104 37.25546385341395, 127.0320414165927 37.25095698225368, 127.0264035361232 37.25093456647326)))",127.0292085,37.25319923,0.38238615,1,78,0.224
다사60a15b,"MULTIPOLYGON (((127.0490356655122 37.23750195286696, 127.0490088146264 37.24200884504251, 127.0546460480386 37.24203018018445, 127.0546725633248 37.23752328454741, 127.0490356655122 37.23750195286696)))",127.0518408,37.23976609,0.382285944,1,85,0.714
다사56a22b,"MULTIPOLYGON (((127.0035266067599 37.30041740676917, 127.003496978952 37.30492422125178, 127.0091388685413 37.30494775649449, 127.009168159714 37.30044093819586, 127.0035266067599 37.30041740676917)))",127.0063327,37.3026826,0.381950775,3,46,1.136
다사55b20b,"MULTIPOLYGON (((126.9980048514915 37.2823663293404, 126.9979749137167 37.28687315380643, 127.0036154506253 37.28689694255873, 127.003645052066 37.28239011423485, 126.9980048514915 37.2823663293404)))",127.0008101,37.28463166,0.380860452,1,,1.609
다사51b20a,"MULTIPOLYGON (((126.9529161141709 37.27765958061858, 126.9528834930428 37.28216637611725, 126.9585236382193 37.28219231079488, 126.9585559231012 37.27768551109024, 126.9529161141709 37.27765958061858)))",126.9557198,37.27992597,0.380467346,1,24,1.462
다사60a20b,"MULTIPOLYGON (((127.0487668875409 37.2825707191232, 127.0487399768265 37.28707757674059, 127.0543805703453 37.28709894651981, 127.0544071447124 37.28259208543686, 127.0487668875409 37.2825707191232)))",127.0515736,37.28483485,0.379798809,0,70,0.723
다사57b16a,"MULTIPOLYGON (((127.0208227387081 37.2418981442083, 127.0207942034958 37.24640501496612, 127.0264317419452 37.2464276954928, 127.0264599414905 37.24192082105537, 127.0208227387081 37.2418981442083)))",127.0236272,37.24416294,0.379723502,0,60,1.539
다사52a17a,"MULTIPOLYGON (((126.9587494815655 37.25064464013316, 126.9587172397686 37.25515146061682, 126.9643553757663 37.25517710160803, 126.9643872817639 37.25067027696488, 126.9587494815655 37.25064464013316)))",126.9615523,37.25291089,0.379439252,0,29,1.839
